trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,event_type,fix_dur,fix_kind,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
113,4,8.0,Congruent,8_0.714_0.735.png,1.428141474723816,0.719,0.743,,,,6.773016929626465,215.04815673828125,1.0,1.1166484355926514,hidden,217.16481018066406,2.5,1.1563684940338135,fixation,1.0
114,4,2.0,Incongruent,2_0.755_0.143.png,1.3481290340423584,0.753,0.149,,,,7.132887125015259,223.24932861328125,1.0,1.2613141536712646,hidden,225.51063537597656,2.5,1.3715729713439941,fixation,1.0
115,4,,Fixation,,1.351434588432312,,,fixation,5.0,run_end,2.8130534887313843,231.73033142089844,0.0,1.410652995109558,hidden,233.1409912109375,0.0,1.4024004936218262,fixation,0.0
116,5,,Fixation,,1.4120285511016846,,,fixation,10.0,run_start,2.429308772087097,0.0,0.0,1.3395699262619019,hidden,1.3395699262619019,0.0,1.0897388458251953,fixation,0.0
117,5,1.0,Medium,1_0.571_0.408.png,1.2215937376022339,0.562,0.399,,,,6.5897605419158936,3.841337203979492,1.0,1.2544788122177124,hidden,6.095816135406494,2.0,1.3352817296981812,fixation,1.0
118,5,11.0,Congruent,11_0.000_0.612.png,1.3101862668991089,0.0,0.622,,,,6.929792046546936,11.652691841125488,1.0,1.4672132730484009,hidden,14.119904518127441,2.0,1.4625787734985352,fixation,1.0
119,5,3.0,Incongruent,3_0.347_0.592.png,1.3527567386627197,0.351,0.583,,,,6.689658164978027,19.892669677734375,1.0,1.4677329063415527,hidden,22.360403060913086,2.0,1.2219252586364746,fixation,1.0
120,5,2.0,Incongruent,2_0.592_0.184.png,1.2500797510147095,0.587,0.179,,,,6.328280329704285,27.93508529663086,1.0,1.1918178796768188,hidden,30.126903533935547,2.0,1.1364624500274658,fixation,1.0
121,5,9.0,Medium,9_0.000_0.082.png,1.3982465267181396,0.0,0.087,,,,6.423532843589783,35.51344299316406,1.0,1.3030897378921509,hidden,37.81653594970703,2.0,1.1204431056976318,fixation,1.0
122,5,3.0,Incongruent,3_0.204_0.367.png,1.2163738012313843,0.209,0.357,,,,6.773069381713867,43.33522415161133,1.0,1.4271314144134521,hidden,45.76235580444336,2.0,1.345937967300415,fixation,1.0
123,5,1.0,Medium,1_0.735_0.449.png,1.440565824508667,0.727,0.445,,,,6.728473663330078,51.324668884277344,1.0,1.4697725772857666,hidden,53.79444122314453,2.0,1.2587010860443115,fixation,1.0
124,5,18.0,Incongruent,18_0.571_0.286.png,1.262007236480713,0.571,0.287,,,,6.370892524719238,59.49370574951172,1.0,1.1458669900894165,hidden,61.63957214355469,2.0,1.2250255346298218,fixation,1.0
